name,CCS,MW,WPATH,WPOL,MLogP,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,HybRatio,nAtom,nAromBond,nAtomLAC,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,ALogP,ALogp2,AMR,Wlambda1.unity,Wlambda2.unity,Wlambda3.unity,Wnu1.unity,Wnu2.unity,Wgamma1.unity,Wgamma2.unity,Wgamma3.unity,Weta1.unity,Weta2.unity,Weta3.unity,WT.unity,WA.unity,WV.unity,WK.unity,WG.unity,WD.unity,khs.sLi,khs.ssBe,khs.ssssBe,khs.ssBH,khs.sssB,khs.ssssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sI,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,nHBDon,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBase,PetitjeanNumber,topoShape,geomShape,nSpiroAtoms,bpol,VABC,ECCEN,VAdjMat,nAtomLC,nAcid,XLogP,apol,LipinskiFailures,Zagreb,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,nRotB,MOMI-X,MOMI-Y,MOMI-Z,MOMI-XY,MOMI-XZ,MOMI-YZ,MOMI-R,FMF,TopoPSA,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,PPSA-1,PPSA-2,PPSA-3,PNSA-1,PNSA-2,PNSA-3,DPSA-1,DPSA-2,DPSA-3,FPSA-1,FPSA-2,FPSA-3,FNSA-1,FNSA-2,FNSA-3,WPSA-1,WPSA-2,WPSA-3,WNSA-1,WNSA-2,WNSA-3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,GRAV-1,GRAV-2,GRAV-3,GRAVH-1,GRAVH-2,GRAVH-3,GRAV-4,GRAV-5,GRAV-6,LOBMAX,LOBMIN,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,tpsaEfficiency,nAtomP,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,fragC,Kier1,Kier2,Kier3,naAromAtom,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nHBAcc,nB,nA,nR,nN,nD,nC,nF,nQ,nE,nG,nH,nI,nP,nL,nK,nM,nS,nT,nY,nV,nW
Morfina 6beta- D-Glucuronide,206.67,462.175881,2800,74,2.89,6,1,2,1,0,0,1,5,0,0,0,3.07,0.068,1.3,0.0782,1.65,0.0589,0.506,0.0483,0.609,60,6,0,0,1.86,2.25,0.25,6.2,23.5,2.94,23.8,5.03,0,2.73,3.79,0.965,0,0,0,0,0,0,-0.151,0.0229,112,1.85,3.02,12,0.11,0.18,0,0,0,0.435,0.429,0.528,16.8,63.9,148,0.283,0,1.39,0,0,0,0,0,0,1,0,3,0,2,2,9,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,16,-0.388,0.31,4.15,13.4,1,0.5,1,0.92,0,38.2,398,714,6.25,3,1,-0.461,66.8,0,198,68.9,2.09,27.9,24.6,3.34,23.2,15.7,15.5,14.6,12.8,11.6,9.5,7.67,17.9,11.2,9.78,8.23,6.66,5.49,3.91,2.82,3,6010,5360,1800,1.12,3.34,2.99,7.26,0.417,149,1.17,-0.4,-0.414,0.384,-0.358,409,1530,36.6,201,-751,-54.8,208,2280,91.4,0.67,2.5,0.06,0.33,-1.23,-0.0898,250,931,22.4,123,-458,-33.4,0.078,0.104,0.203,1.96,356,254,0.584,0.416,2960,54.4,14.4,3270,57.2,14.8,8280,91,20.2,1.48,1.48,0,0,0.068,0.442,1.35,0,0,0.0295,0.23,0.592,0,0,1,6,2,2,9,1,1,8.7,15.3,25.6,4.14,6.82,10.3,0.323,8,40.3,42.5,69.7,88.1,81.8,3170,23.4,8.26,3.26,6,2640,3390,5500,6320,5610,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERUCAMIDE,207.73,338.341765,2280,21,3.66,0,0,0,0,0,0,0,0,0,0,0,0.408,0,0,0,0.0833,0,0,0,0.864,67,0,22,0,2.41,0.0476,0,35.8,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06,64.9,108,0.653,3.87,58.1,0.0104,0.0619,0,0,0,0.365,0.469,0.569,62.6,266,475,0.446,0,1.4,0,0,0,0,0,0,1,0,18,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,16,-0.297,0.222,4.03,7.81,0,0.5,1,0.794,0,47.3,404,769,5.52,23,0,9.74,69.3,2,92,46.7,1.94,4.76,2.38,2.38,17.7,11.8,8.55,5.39,3.63,2.44,1.64,1.1,16.4,10.7,7.21,4.68,3.08,2.01,1.3,0.838,19,21400,20300,1290,1.06,16.6,15.7,12.4,0,43.1,0.15,-0.061,-0.0113,-0.00276,4.62E-05,726,1200,26.9,89.3,-147,-17.6,636,1350,44.5,0.89,1.47,0.033,0.11,-0.181,-0.0216,592,977,21.9,72.8,-120,-14.4,0.119,0.17,0.765,6.39,760,55.1,0.932,0.0676,1540,39.3,11.6,1990,44.6,12.6,2740,52.4,14,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,18,0,0,0.289,0.204,0.144,0.0589,0.0417,0.0295,0.128,3,25.1,23.5,24.1,21.5,20.5,3800,24,21,23,0,1230,1210,1190,1120,1070,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONOCROTOPHOS,145.86,224.06826,332,17,1.46,0,0,0,0,0,0,0,0,0,0,0,1.5,0.177,0,0,0.359,0.0186,0,0,0.571,28,0,4,1.06,1.14,2.43,0,0,2,0,0.5,0,0,0.167,1.85,1.5,0,0,0,0,0,0,-0.629,0.396,52.5,0.735,2.45,9.1,0.0599,0.199,0,0,0,0.37,0.406,0.494,12.3,30.8,59.4,0.306,0,1.27,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,31,-0.319,0.458,3.19,7.44,0,0.5,1,0.782,0,31.1,199,159,4.7,9,0,-0.488,30.4,0,60,26.1,1.86,19.3,13.2,2.68,11.2,6.47,5.58,4.05,2.32,1.12,0.52,0.343,8.79,4.15,2.73,1.64,0.785,0.362,0.0961,0.0535,6,1740,1550,394,1.13,4.42,3.93,5.37,0,83.7,0.728,-0.678,0.621,-0.389,0.173,312,501,17,117,-187,-25.3,195,688,42.3,0.728,1.17,0.0397,0.272,-0.437,-0.0589,134,215,7.31,50.2,-80.4,-10.8,0.286,0.179,0.315,2.77,324,105,0.754,0.246,1610,40.1,11.7,1760,41.9,12.1,2990,54.7,14.4,1.43,1.33,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2.51,3.21,2.96,0.569,0.598,0.495,0.375,10,23.9,24.4,28.1,24.3,20.4,547,14,6.48,5.48,0,432,446,531,502,443,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlorfenvinphos,167.12,358.976829,818,29,1.9,1,1,1,1,0,0,0,1,0,0,0,1.75,0.177,0.164,0,0.666,0.0186,0.0643,0,0.333,34,6,2,0.167,2.46,1.21,0,3.55,8.87,0,3.15,0,0,0,1.5,1.5,0,0,0,0,0,0,3.56,12.7,82.2,1.5,3.23,11.6,0.0917,0.197,0,0,0,0.422,0.379,0.536,16.4,59.9,133,0.283,0,1.34,0,0,0,0,0,0,2,0,2,0,1,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,35,-0.284,0.459,3.8,10.7,0,0.5,1,0.833,0,30.8,283,300,5.32,8,0,4.87,43.8,0,94,38.8,1.94,22.4,11.3,0,15.2,9.45,8.24,6.09,5.16,3.32,2.16,1.09,13.4,7.36,4.93,3.22,2.32,1.3,0.725,0.328,7,4340,4130,1210,1.05,3.57,3.4,7,0.176,54.6,0.618,-0.57,0.512,-0.224,-0.118,276,443,12.4,280,-449,-38,-3.54,892,50.4,0.497,0.798,0.0223,0.503,-0.808,-0.0684,153,246,6.88,155,-249,-21.1,0.286,0.176,0.441,0.719,502,53.2,0.904,0.0957,2230,47.2,13.1,2370,48.7,13.3,5210,72.2,17.3,1.28,1.03,0,0,0,0.068,0.175,0,0,0,0.0241,0.0666,0,0,1,6,1,4,0,0,0,3.14,5.33,6.47,1.13,1.66,1.81,0.152,13,51.9,36.6,47.5,53.6,64.8,776,18,8.44,5.38,6,1110,1240,1640,1700,1520,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enalapril,187.96,377.207122,1980,38,2.89,2,1,2,1,0,0,1,1,0,0,0,1.64,0,0.524,0,0.7,0,0.114,0,0.55,55,6,4,0.143,3.46,3.21,0,12,16.6,0,6.13,0,0,1.11,0.716,0,0,0,0,0,0.333,0,2.46,6.05,99.8,1.38,5.96,16,0.0591,0.255,0,0,0,0.482,0.315,0.526,23.4,126,281,0.264,0,1.32,0,0,0,0,0,0,2,0,6,0,0,5,3,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,16,-0.35,0.296,4.33,10.2,1,0.462,0.857,0.896,0,38,369,564,5.81,9,1,2.11,60.1,0,130,53.5,1.98,19.2,12.8,6.43,19.8,12.9,11.2,8.95,6.86,4.83,2.87,1.72,15.9,9.44,6.75,4.78,3.38,2.01,1.08,0.62,11,7370,5900,2130,1.25,3.46,2.77,8.69,0.309,95.9,0.754,-0.411,-0.0863,0.422,-0.346,487,1230,26.5,197,-498,-36.3,290,1730,62.8,0.712,1.8,0.0388,0.288,-0.728,-0.053,333,842,18.2,135,-341,-24.8,0.11,0.131,0.125,3.65,542,142,0.792,0.208,2230,47.3,13.1,2530,50.3,13.6,5060,71.1,17.2,2.25,2.25,0,0,0.118,0.238,0.355,0,0,0.0913,0.123,0.13,0,0,3,5,1,4,7,0,0,3.97,5.57,7.36,1.46,1.99,2.1,0.255,6,31.6,30.8,42.4,44.1,43.8,2430,23.3,11.9,7.08,6,1590,1800,2360,2330,2260,7,28,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
Nitrofurazone,139.78,199.046205,356,14,1.24,1,1,1,1,0,0,1,0,0,0,0,1.11,0,0.167,0,0.217,0,0.00878,0,0,20,5,0,0,0,0,0,1.65,4.14,0,0.825,0,0,0.55,0.794,0,0,0.816,0.125,1,0.365,0,-1.93,3.71,44.2,8.32E-07,2.38,8.89,7.38E-08,0.211,0,0,0,0.1,0.492,0.625,11.3,21.2,32.4,0.342,0,1.22,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,16,-0.286,0.31,3.36,7.74,0,0.444,0.8,0.692,0,10.7,155,194,4.81,5,0,0.163,22.2,0,64,27.2,1.94,21.5,10.3,11.3,10.6,6.59,6.01,3.92,2.8,1.77,1.32,0.62,6.84,3.42,2.17,1.16,0.669,0.312,0.152,0.0555,4,2160,1850,307,1.17,7.04,6.04,5.83,0.25,126,0.431,-0.199,-0.144,0.25,-0.0712,169,239,19.8,226,-320,-37,-57,559,56.8,0.428,0.606,0.0501,0.572,-0.811,-0.0939,66.6,94.4,7.8,89.1,-126,-14.6,0.204,0.202,1.96,2.41,296,98.3,0.751,0.249,1370,37,11.1,1440,38,11.3,2490,49.9,13.6,1.68,1.46,0,0,0.118,0.151,0.243,0,0,0.034,0.0349,0.03,0,0,2,3,0,0,0,0,0,1.71,1.81,1.81,0.267,0.265,0.181,0.638,14,18.5,17.1,23.1,18.3,15,218,12.1,5.78,4.39,5,504,550,679,505,423,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heroin,185.94,370.164923,1550,57,3.11,5,1,1,1,0,0,1,4,0,0,0,2.61,0.068,0.74,0.0782,1.38,0.0589,0.416,0.0483,0.524,50,6,2,0.311,3.89,6.07,0.608,6.2,22,2.94,14.7,5.03,0,0.1,1.39,0.794,0,0,0,0,0,0,1.8,3.24,98.4,1.97,3.88,8.4,0.138,0.272,0,0,0,0.387,0.488,0.496,14.2,56.7,135,0.192,0,1.37,0,0,0,0,0,0,3,0,3,0,2,2,4,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,-0.339,0.264,4.11,13.4,1,0.4,0.667,0.724,0,34.8,338,471,5.95,3,0,1.42,57.4,0,160,56.5,2.09,17.4,14.1,3.34,18.9,12.9,12.9,10.8,10.5,9.79,8.18,7.11,15.7,9.49,8.09,6.67,5.74,4.84,3.57,2.67,4,3520,2680,1710,1.31,2.06,1.57,6.56,0.36,65.1,0.769,-0.416,-0.0561,0.287,-0.337,437,902,19.9,124,-255,-25,313,1160,44.9,0.779,1.61,0.0356,0.221,-0.456,-0.0445,245,505,11.2,69.4,-143,-14,0.128,0.162,0.313,1.74,470,90.4,0.839,0.161,2450,49.5,13.5,2680,51.8,13.9,6250,79.1,18.4,1.47,1.28,0,0,0.068,0.396,1.12,0,0,0.0295,0.204,0.531,0,0,2,6,2,3,5,1,1,5.9,11.6,20.1,3.4,6.03,9.38,0.176,10,31.2,34.2,55,62.7,64.6,2210,19,6.77,2.73,6,2260,2900,4750,5450,4950,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enalaprilat,178.55,349.175822,1630,35,2.67,2,1,2,1,0,0,1,1,0,0,0,1.74,0,0.573,0,0.705,0,0.115,0,0.5,49,6,4,0,1.68,2.24,0,10.8,15.2,0,6.13,0,0,1.83,0,0,0,0,0,0,0.333,0,1.86,3.46,90.3,1.43,3.49,16,0.0683,0.167,0,0,0,0.416,0.383,0.547,20.9,83.6,184,0.324,0,1.35,0,0,0,0,0,0,1,0,5,0,0,5,3,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,16,-0.35,0.296,4.33,9.74,1,0.462,0.857,0.868,0,31.8,334,524,5.7,7,2,1.37,53.9,0,122,49.5,1.98,18.6,12.2,6.41,18.4,11.9,10.7,8.34,6.26,4.54,2.63,1.48,14.2,8.46,6.33,4.51,3.14,1.85,0.966,0.531,9,6180,5350,1520,1.15,4.07,3.53,8.16,0.347,107,0.678,-0.333,-0.141,0.407,-0.284,401,1000,28.9,211,-526,-43.4,190,1530,72.3,0.656,1.64,0.0473,0.344,-0.861,-0.071,245,612,17.7,129,-322,-26.5,0.111,0.132,0.251,3.49,416,195,0.681,0.319,2080,45.6,12.8,2340,48.4,13.3,4670,68.4,16.7,2.02,2.02,0,0,0.118,0.238,0.355,0,0,0.0913,0.123,0.13,0,0,3,5,1,2,7,0,0,3.99,5.23,6.94,1.43,1.89,1.97,0.307,6,29.6,28.5,40.1,40.8,39.3,1900,21.3,10.4,6.28,6,1460,1660,2180,2100,1960,7,26,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
6-Acetylmorphine,175.44,328.154358,1080,53,3,5,1,1,1,0,0,1,4,0,0,0,2.27,0.068,0.769,0.0782,1.3,0.0589,0.417,0.0483,0.526,45,6,2,0.111,2.86,3.86,0.447,6.2,21,2.94,13.1,5.02,0,0.125,1.09,0.333,0,0,0,0,0,0,1.77,3.12,89,1.8,2.8,7.35,0.151,0.234,0,0,0,0.468,0.427,0.435,12,38.9,87.9,0.211,0,1.33,0,0,0,0,0,0,2,0,3,0,2,2,4,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,16,-0.358,0.259,4.17,13.2,1,0.444,0.8,0.844,0,29.7,297,377,5.81,3,0,1.23,51.8,0,146,50.6,2.11,14.6,11.2,3.34,16.6,11.5,11.4,10.3,9.7,9.2,7.69,6.42,13.9,8.6,7.51,6.43,5.51,4.69,3.43,2.51,2,2620,2230,1100,1.17,2.38,2.03,5.98,0.4,59,0.58,-0.288,-0.102,0.245,-0.2,388,729,23.2,113,-212,-22.9,275,942,46.1,0.775,1.46,0.0464,0.225,-0.424,-0.0457,194,365,11.6,56.5,-106,-11.4,0.138,0.19,0.571,3.05,399,101,0.797,0.203,2150,46.4,12.9,2370,48.7,13.3,5360,73.2,17.5,1.61,1.16,0,0,0.068,0.396,1.15,0,0,0.0295,0.204,0.533,0,0,1,6,2,2,5,1,1,5.75,11.1,19.4,3.34,5.9,9.23,0.18,8,27.5,30.5,49.6,58.4,56.6,1850,16.2,5.5,2.07,6,2070,2680,4410,5020,4360,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Normorphine,147.06,272.128143,620,46,2.78,5,1,1,1,0,0,1,4,0,0,0,1.72,0.068,0.708,0.0782,1.05,0.0589,0.347,0.0483,0.5,37,6,0,0,0,0,0,6.2,20.1,2.94,11.7,4.93,0,0.167,0.667,0,0,0,0,0,0,0,0.851,0.724,74.5,1.87,3.33,3.98,0.203,0.363,0,0,0,0.469,0.47,0.467,9.18,26.9,60.9,0.0754,0,1.41,0,0,0,0,0,0,0,0,3,0,2,2,4,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.9,16,-0.386,0.112,5.45,12.8,1,0.429,0.75,0.673,0,21.2,239,255,5.58,0,0,0.251,43,0,126,42.9,2.14,11.5,8.39,3.16,13.5,9.72,9.51,9.2,8.77,8.2,6.81,5.35,11,7.33,6.44,5.68,4.98,4.11,2.9,2.04,0,1660,1220,1050,1.37,1.59,1.16,5.46,0.486,61.7,0.365,-0.125,-0.167,0.208,-0.0651,314,533,25.2,122,-207,-31,192,741,56.2,0.72,1.22,0.0578,0.28,-0.476,-0.071,137,233,11,53.3,-90.5,-13.5,0.128,0.227,3.35,6.23,304,132,0.697,0.303,1770,42.1,12.1,1960,44.3,12.5,4130,64.3,16,1.43,1.43,0,0,0.068,0.407,1.16,0,0,0.0295,0.208,0.509,0,0,0,6,2,1,5,1,1,5.07,10.1,17.6,2.83,5.21,7.94,0.228,8,22.7,25.7,42.2,51,45.6,1300,12.5,4.05,1.39,6,1750,2270,3750,4140,3330,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-Acetil Codeina,178.98,342.170008,1220,55,3.11,5,1,1,1,0,0,1,4,0,0,0,2.2,0.068,0.74,0.0782,1.29,0.0589,0.416,0.0483,0.55,48,6,2,0.333,4.13,5.76,0.646,6.2,21,2.94,13.1,5.02,0,0,0.696,0.794,0,0,0,0,0,0,2.02,4.07,93.8,1.67,3.51,7.92,0.128,0.268,0,0,0,0.437,0.498,0.497,13.1,47,107,0.203,0,1.43,0,0,0,0,0,0,3,0,3,0,2,2,4,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,-0.346,0.259,4.17,13.3,1,0.444,0.8,0.844,0,33.8,315,398,5.86,3,0,1.55,54.8,0,150,52.7,2.11,14.9,11.5,3.34,17.3,12.1,11.6,10.6,10.1,9.35,7.98,6.75,14.8,8.99,7.7,6.64,5.66,4.79,3.57,2.63,3,2960,2370,1300,1.25,2.27,1.82,6.2,0.375,48,0.673,-0.361,-0.0879,0.309,-0.297,413,771,19.9,108,-201,-21.3,305,973,41.2,0.793,1.48,0.0382,0.207,-0.387,-0.041,215,401,10.4,56.1,-105,-11.1,0.139,0.185,0.575,2.2,451,69.4,0.867,0.133,2240,47.4,13.1,2480,49.8,13.5,5610,74.9,17.8,1.42,1.32,0,0,0.068,0.396,1.12,0,0,0.0295,0.204,0.531,0,0,1,6,2,2,5,1,1,5.74,11.3,19.4,3.39,5.99,9.32,0.141,8,28.5,31.8,50.6,60.4,60,2100,17.1,6,2.24,6,2160,2780,4570,5250,4650,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4,4'-Bis(2-benzoxazolyl)stilbene",209.61,415.1441,3700,49,4.1,6,6,4,4,0,0,2,4,0,0,0,1.74,0,0.333,0,0.697,0,0.0609,0,0,50,32,2,0,0,0,0,25.2,33.3,0,8.15,0,0,0,0,0.0769,0,0,0,0.0769,0,0,6.72,45.1,124,7.85E-06,2.07,48.4,1.55E-07,0.0409,0,0,0,0.151,0.512,0.555,50.5,100,151,0.469,0,1.22,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,-0.339,0.182,6.79,9.49,0,0.474,0.9,0.957,0,26.1,353,1110,6.21,2,0,6.93,65.1,1,178,67.7,2.12,12.7,6.34,6.34,21.3,15.8,14.2,12.7,10.7,8.9,6.28,4.63,17.1,10.4,7.55,5.37,3.66,2.53,1.39,0.835,4,19400,19000,452,1.02,43,42,9.14,0.64,52.1,0.385,-0.248,0.0427,0.00472,0.00648,408,799,28,291,-570,-27,117,1370,54.9,0.584,1.14,0.04,0.416,-0.815,-0.0386,285,559,19.6,203,-398,-18.9,0.0921,0.147,0.695,2.21,636,63.2,0.91,0.0905,2940,54.2,14.3,3120,55.9,14.6,5970,77.3,18.1,3.29,3.29,0,0,0.192,0.717,1.05,0,0,0.0456,0.187,0.206,0,0,2,22,4,0,0,0,0,4.46,6.89,8.95,1.38,1.7,1.82,0.126,32,34.3,39,56.1,53,43,2030,22.5,10.3,5.18,30,2190,2580,3600,3360,2800,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cefotaxime,197.96,456.06424,2580,46,1.68,3,1,2,1,0,1,1,1,0,0,0,2.42,0,0.612,0,1.02,0,0.202,0,0.375,47,5,2,0.0714,0.886,3.37,0,0.553,8.18,0,14.1,0,0,1.64,1.59,0.0909,0,0.766,0.111,0.909,0.598,0,-0.828,0.685,107,1.21,4.23,21.7,0.0447,0.156,0,0,0,0.332,0.431,0.511,27.2,123,262,0.35,0,1.27,0,0,0,0,0,0,2,0,2,0,0,1,2,0,0,7,2,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,32,-0.346,0.321,3.97,11.9,0,0.467,0.875,0.875,0,34.1,370,717,6,6,1,-2.71,56.4,0,156,60,2,39.3,18.1,15.1,22,14.2,13.2,10.4,8.87,7.08,4.8,3.64,17.4,10.3,8.09,6.16,4.69,3.33,2.1,1.36,9,10500,9600,1760,1.1,5.97,5.44,8.82,0.34,227,1.15,-0.581,-0.0201,0.172,-0.1,431,1400,37.5,274,-890,-57.9,157,2290,95.4,0.611,1.98,0.0531,0.389,-1.26,-0.082,304,987,26.5,194,-628,-40.9,0.0932,0.101,0.756,0.962,471,235,0.667,0.333,2990,54.7,14.4,3190,56.5,14.7,7170,84.7,19.3,1.88,1.88,0,0.111,0.45,0.784,1.13,0,0.0745,0.275,0.439,0.567,0,0,5,3,1,4,1,0,0,5.18,8.32,11.9,2.27,3.29,4.04,0.499,12,49.5,43.4,62.9,62.9,72.4,1530,24.6,10.7,5.51,5,2190,2620,3590,3630,3510,10,32,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
