NAME,CCS,MW,WPATH,WPOL,MLogP,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,HybRatio,nAtom,nAromBond,nAtomLAC,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,ALogP,ALogp2,AMR,Wlambda1.unity,Wlambda2.unity,Wlambda3.unity,Wnu1.unity,Wnu2.unity,Wgamma1.unity,Wgamma2.unity,Wgamma3.unity,Weta1.unity,Weta2.unity,Weta3.unity,WT.unity,WA.unity,WV.unity,WK.unity,WG.unity,WD.unity,khs.sLi,khs.ssBe,khs.ssssBe,khs.ssBH,khs.sssB,khs.ssssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sI,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,nHBDon,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBase,PetitjeanNumber,topoShape,geomShape,nSpiroAtoms,bpol,VABC,ECCEN,VAdjMat,nAtomLC,nAcid,XLogP,apol,LipinskiFailures,Zagreb,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,nRotB,MOMI-X,MOMI-Y,MOMI-Z,MOMI-XY,MOMI-XZ,MOMI-YZ,MOMI-R,FMF,TopoPSA,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,PPSA-1,PPSA-2,PPSA-3,PNSA-1,PNSA-2,PNSA-3,DPSA-1,DPSA-2,DPSA-3,FPSA-1,FPSA-2,FPSA-3,FNSA-1,FNSA-2,FNSA-3,WPSA-1,WPSA-2,WPSA-3,WNSA-1,WNSA-2,WNSA-3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,GRAV-1,GRAV-2,GRAV-3,GRAVH-1,GRAVH-2,GRAVH-3,GRAV-4,GRAV-5,GRAV-6,LOBMAX,LOBMIN,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,tpsaEfficiency,nAtomP,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,fragC,Kier1,Kier2,Kier3,naAromAtom,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nHBAcc,nB,nA,nR,nN,nD,nC,nF,nQ,nE,nG,nH,nI,nP,nL,nK,nM,nS,nT,nY,nV,nW
N-Hexadecanoylsphinganine,264.11,562.516945,7900,40,4.76,0,0,0,0,0,0,0,0,0,0,0,0.691,0,0.118,0,0.295,0,0.0373,0,0.971,107,0,18,0.0303,4.64,0.365,0,0,11.8,0,1.65,0,0,0.646,0,0,0,0,0,0,0,0,11.8,138,165,0.723,16.1,100,0.00619,0.138,0,0,0,0.415,0.48,0.541,117,1690,2980,0.392,0,1.44,0,0,0,0,0,0,2,0,29,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.9,16,-0.395,0.2,4.62,9.28,0,0.485,0.941,0.674,0,77,631,1780,6.21,34,0,14.2,109,3,152,74.3,1.96,10.5,7.51,3,27.9,18.7,13.5,9.6,6.67,4.55,2.87,1.94,26,17.2,11.9,8.12,5.42,3.59,2.37,1.57,32,56900,48100,9140,1.18,6.22,5.26,18.5,0,69.6,0.35,-0.124,-0.0476,0.0403,-0.122,1110,3170,41.4,100,-286,-23.9,1010,3450,65.3,0.917,2.62,0.0342,0.0828,-0.236,-0.0197,1340,3830,50.1,121,-346,-28.9,0.0738,0.138,1.4,2.66,1100,113,0.906,0.0938,2460,49.6,13.5,3180,56.4,14.7,4930,70.2,17,4.11,4.11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,30,0,0,1.42,1.89,2.24,0.542,0.601,0.608,0.129,3,40.7,38.3,41.4,43.1,43.4,9830,38,31.5,28.4,0,2060,2090,2200,2220,2170,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amsonic acid,183.2,393.018529,1350,37,1.9,2,2,2,2,0,0,0,2,0,0,0,3.88,0.577,0.825,0.236,0.952,0.0456,0.153,0.0132,0,38,12,2,0,0,0,0,8.41,16.8,0,4.3,0,0,3.04,0,0,0.0909,0,0,0,0,0,0.25,0.0624,92.2,0.189,4.45,14.1,0.0101,0.238,0,0,0,0.143,0.495,0.565,18.7,66.1,96.6,0.314,0,1.2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,32,-0.303,0.316,6.1,12.1,0,0.455,0.833,0.879,0,26.9,297,432,5.64,3,2,-0.212,46.8,0,126,47.3,1.97,25.9,14.3,5.07,18.1,11,11.9,7.64,6.13,5.33,2.83,2.01,12.5,7.12,5.57,3.53,2.36,1.57,0.741,0.418,4,5690,4370,1520,1.3,3.75,2.88,7.55,0.368,178,0.431,-0.229,0.069,-0.00842,-0.124,243,557,29.7,304,-698,-54.5,-61.5,1250,84.2,0.444,1.02,0.0542,0.556,-1.28,-0.0996,133,305,16.2,166,-382,-29.8,0.129,0.132,0.0259,2.63,411,136,0.751,0.249,2980,54.6,14.4,3160,56.2,14.7,5990,77.4,18.2,1.67,1.67,0,0,0,0.136,0.3,0,0,0,0.0481,0.085,0,0,0,12,2,0,0,0,0,5.02,7.41,11.1,1.46,1.8,2.03,0.48,24,41.6,44,52,51.7,53.2,969,20.3,7.71,5.5,12,1950,2260,3240,3180,2820,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nivalenol,175.07,335.110103,792,58,2.34,5,0,1,0,1,0,1,2,1,0,0,2.58,0.203,1.92,0.492,1.77,0.173,1.09,0.343,0.8,42,0,0,0.167,1.63,4.41,2.14,0.766,7.2,4.25,8.16,9.56,2.38,2.07,2.31,0.333,0,0,0,0,0,0,-2.11,4.45,72.9,1.99,2.43,5.58,0.199,0.243,0,0,0,0.509,0.448,0.433,10,29.5,66.4,0.168,0,1.39,0,0,0,0,0,0,2,0,2,0,1,0,5,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,-0.421,0.187,5.44,12.9,0,0.429,0.75,0.815,1,26.7,275,281,5.64,2,0,-1.28,45.3,0,138,44.4,2.02,18.7,18.7,0,16.1,10.3,10.3,10.6,9.13,7.05,5.12,3.39,12.4,7.45,7.11,6.43,4.95,3.4,2.18,1.25,1,1920,1800,1090,1.07,1.77,1.65,5.59,0.333,120,0.842,-0.197,-0.153,-0.0881,-0.082,331,900,30.6,129,-352,-38.8,202,1250,69.4,0.719,1.96,0.0664,0.281,-0.765,-0.0843,152,414,14.1,59.5,-162,-17.9,0.0775,0.145,1.86,1.32,262,198,0.57,0.43,1890,43.5,12.4,2120,46.1,12.9,5010,70.8,17.1,1.35,1.33,0.25,0.269,0.0481,0.76,2.16,0.144,0.156,0.0481,0.408,0.975,0,0,0,2,1,4,5,1,2,8.69,16.8,29.1,5.07,8.42,12.7,0.384,4,27.4,28,46,69.7,64.6,1560,15.5,4.34,1.39,0,1740,2290,3770,4580,3440,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2 Toxin,212.51,489.209483,2740,68,3.11,5,0,1,0,1,0,1,2,1,0,0,3.92,0.217,1.62,0.482,2.45,0.186,1.08,0.362,0.792,67,0,4,1.98,5.77,11.7,3.8,2.43,13.7,5.94,10.7,9.89,2.38,0.737,3.9,2.17,0,0,0,0,0,0,0.987,0.974,114,1.76,4.72,13,0.0903,0.243,0,0,0,0.387,0.414,0.473,19.5,92.4,220,0.25,0,1.27,0,0,0,0,0,0,6,0,4,0,1,0,6,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.9,16,-0.387,0.302,4.14,13.8,0,0.5,1,0.743,1,49.6,443,658,6.17,5,0,1.69,72.1,0,188,66,2,25,25,0,24.3,15.4,15.7,12.2,11,9.46,7.37,5.58,20.1,11.5,10.5,7.86,6.18,4.69,3.27,2.11,9,6650,5390,2340,1.23,2.85,2.31,7.68,0.209,121,1.26,-0.612,0.0353,-0.0454,-0.012,507,1630,24.3,156,-500,-37.8,352,2130,62.1,0.765,2.46,0.0366,0.235,-0.754,-0.057,336,1080,16.1,103,-332,-25.1,0.0816,0.12,0.262,1.39,516,147,0.778,0.222,2850,53.3,14.2,3200,56.5,14.7,7890,88.8,19.9,2.08,2.08,0.25,0.269,0.0481,0.741,2.05,0.144,0.156,0.0481,0.42,1.01,0,0,3,1,1,8,7,2,2,8.66,16.1,28.4,5.51,9.03,14.1,0.259,3,40,40.6,63.6,79.3,83.7,3840,26.1,9.14,4.08,0,2490,3160,5010,6040,5480,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oxycodone,174.55,338.136258,907,57,2.89,5,1,1,1,0,0,1,4,0,0,0,2.31,0.161,1.22,0.302,1.39,0.0967,0.594,0.136,0.611,44,6,0,0.111,3.08,3.13,0.918,6.2,17.2,5.84,8.78,6.88,1,0.2,0.877,0.333,0,0,0,0,0,0,1.03,1.06,84.1,1.69,3.49,6.61,0.143,0.296,0,0,0,0.424,0.455,0.355,11.8,40.2,91,0.17,0,1.23,0,0,0,0,0,0,2,0,5,0,0,2,2,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,16,-0.387,0.163,5.09,13.2,1,0.444,0.8,0.833,0,29.7,283,341,5.75,2,0,0.012,50,0,144,48.5,2.11,14.6,11.3,3.32,16,11,10.9,10.7,9.92,9.19,7.66,6.17,13.5,8.35,7.44,6.73,5.69,4.77,3.5,2.52,1,2510,1920,1190,1.31,2.11,1.61,5.98,0.409,59,0.607,-0.228,-0.173,0.258,-0.262,373,689,20.3,121,-223,-29.9,252,912,50.1,0.755,1.39,0.041,0.245,-0.452,-0.0605,184,340,10,59.8,-110,-14.8,0.114,0.21,2.18,2.61,386,108,0.781,0.219,2050,45.3,12.7,2270,47.7,13.1,5030,70.9,17.1,1.47,1.47,0,0,0.068,0.373,1.22,0,0,0.0295,0.194,0.556,0,0,0,5,2,1,6,1,1,6.98,13.7,24.5,3.88,6.92,11,0.187,8,26.5,29.5,49.2,64.3,60.4,1800,15.3,4.79,1.61,6,2030,2640,4470,5220,4380,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FURAZOLIDONE,146,248.02777,491,18,1.46,2,1,2,1,0,0,2,0,0,0,0,1.11,0,0.285,0,0.266,0,0.0206,0,0.25,23,5,0,0,0,0,0,3.19,5.48,0,0.825,0,0,0.55,1.32,0.167,0,0,0,0,0.894,0.167,-1.05,1.1,50.1,0.142,1.84,11.1,0.0109,0.141,0,0,0,0.175,0.401,0.609,13.1,22.2,38.2,0.386,0,1.19,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,-0.3,0.36,3.35,7.91,0,0.444,0.8,0.803,0,15.7,175,244,5.09,3,0,0.896,26.1,0,80,32,2,22.8,13.4,9.46,11.5,7.66,6.93,5.51,4.08,2.47,1.7,0.948,8.03,4.39,2.92,1.86,1.13,0.484,0.242,0.115,3,2790,2450,345,1.14,8.07,7.1,6.09,0.522,101,0.581,-0.343,-0.0296,0.205,-0.0449,194,274,16.7,234,-330,-39.1,-39.4,605,55.8,0.454,0.641,0.0391,0.546,-0.771,-0.0913,83.2,117,7.16,100,-141,-16.7,0.255,0.212,2.5,5.35,321,107,0.75,0.25,1610,40.1,11.7,1680,41,11.9,3030,55,14.5,1.74,1.74,0,0,0.236,0.353,0.385,0,0,0.0797,0.0739,0.0501,0,0,2,3,0,2,0,0,0,2.45,2.9,2.66,0.458,0.489,0.307,0.448,14,21,20.8,29.2,23.4,17.2,336,12.5,5.56,3.25,5,645,734,962,703,572,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methomyl,141.89,185.035499,141,9,1.46,0,0,0,0,0,0,0,0,0,0,0,0.577,0,0,0,0.316,0,0,0,0.6,20,0,2,0.598,0,2.21,0,0,0,0,0.333,0,0,0,0.5,0,0,0,0,0.333,0,0,0.652,0.425,40.4,0.238,2.5,7.35,0.0235,0.248,0,0,0,0.3,0.502,0.608,10.1,20.8,35.2,0.296,0,1.41,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,32,-0.244,0.361,4.03,9.14,0,0.429,0.75,0.742,0,16.7,148,96,4.17,8,0,1.05,22.2,0,38,18.5,1.85,13.6,5.34,5.57,7.98,4.7,3.6,2.55,0.977,0.721,0.402,0.0833,6.99,3.9,2.44,1.42,0.3,0.171,0.102,0.028,4,1140,957,190,1.19,5.98,5.03,4.79,0,76,0.304,-0.222,0.0789,0.0403,-0.0808,245,222,14,121,-109,-15.7,125,331,29.7,0.67,0.606,0.0383,0.33,-0.298,-0.0428,89.9,81.3,5.14,44.2,-40,-5.73,0.399,0.27,3.59,7.57,321,45,0.877,0.123,962,31,9.87,1070,32.7,10.2,1710,41.4,12,2.28,2.28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.986,0.644,0.638,0.446,0.196,0.137,0.469,6,18.4,14.1,16.3,13.6,8.67,271,10,5.76,5.53,0,452,437,450,375,264,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethylene glycol monoricinoleate,198.99,365.26621,2130,23,3.22,0,0,0,0,0,0,0,0,0,0,0,0.577,0,0,0,0.188,0,0,0,0.85,62,0,18,0,2.19,0.198,0,25.9,6.71,0,0.0909,0,0,0.296,0.702,0,0,0,0,0,0,0,5.31,28.2,100,0.79,4.15,48.8,0.0147,0.0773,0,0,0,0.353,0.507,0.556,53.7,244,458,0.431,0,1.42,0,0,0,0,0,0,1,0,15,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,16,-0.418,0.262,3.77,8.16,0,0.476,0.909,0.88,0,44.4,384,728,5.52,22,0,5.72,63.7,2,94,46.5,1.94,10.3,10.3,0,17.9,11.7,8.61,5.74,3.81,2.6,1.59,1.09,15.5,9.8,6.46,4.07,2.59,1.64,1.01,0.648,18,17800,16800,1340,1.06,13.3,12.6,11.6,0,66.8,0.453,-0.21,-0.0518,0.0875,-0.0836,669,1430,33.2,116,-248,-30.8,553,1680,63.9,0.852,1.82,0.0423,0.148,-0.316,-0.0392,525,1120,26,90.8,-194,-24.1,0.122,0.184,0.753,5.1,645,139,0.823,0.177,1650,40.7,11.8,2050,45.3,12.7,3110,55.7,14.6,2.55,2.55,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,14,0,0,0.816,0.866,0.859,0.249,0.249,0.219,0.195,3,27.1,24.7,26.8,25.4,24,3170,24,19.3,19.2,0,1150,1150,1180,1130,1080,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Octinoxate,185.91,313.177395,1190,25,3.11,1,1,1,1,0,0,0,1,0,0,0,0.901,0,0,0,0.417,0,0,0,0.5,47,6,7,0.285,5.66,1.96,0,12.9,12.8,0,1.32,0,0,0,0.5,0.125,0,0,0,0,0,0,5.15,26.6,86.5,0.606,2.14,27.3,0.0201,0.0713,0,0,0,0.292,0.496,0.561,30.1,76.4,142,0.431,0,1.35,0,0,0,0,0,0,3,0,5,0,2,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,-0.377,0.286,4.63,9.06,0,0.467,0.875,0.912,0,33.2,310,472,5.39,10,0,5.5,51.4,1,92,41.2,1.96,8.3,8.3,0,15.5,10.2,7.97,6.22,4.16,3.28,2.12,1.1,13.3,7.68,5.15,3.53,2.03,1.32,0.674,0.258,10,7370,7010,501,1.05,14.7,14,8,0.128,35.5,0.423,-0.27,0.0793,-0.0164,0.0021,473,718,20.3,138,-209,-20.1,336,927,40.4,0.775,1.18,0.0332,0.225,-0.342,-0.0329,289,439,12.4,84.1,-128,-12.3,0.188,0.23,1.24,4.62,550,61.2,0.9,0.1,1620,40.3,11.8,1890,43.4,12.4,3190,56.5,14.7,2.48,2.48,0,0,0,0.0833,0.118,0,0,0,0.0278,0.0274,0,0,1,7,1,3,4,1,0,1.83,2.07,2.31,0.807,0.804,0.704,0.122,12,23.3,22.7,27.4,27.3,23,1790,19,11.6,8.27,6,1120,1190,1410,1350,1110,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mevinphos,146.16,247.034175,332,17,1.46,0,0,0,0,0,0,0,0,0,0,0,1.5,0.177,0,0,0.349,0.0186,0,0,0.571,27,0,4,1.06,1.14,2.43,0,0,2,0,0.5,0,0,0.167,2.43,1.85,0,0,0,0,0,0,0.0181,3.28E-04,50.6,0.738,2.39,9.16,0.0601,0.194,0,0,0,0.383,0.413,0.5,12.3,30.4,58.8,0.309,0,1.3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,-0.319,0.458,3.17,7.29,0,0.5,1,0.782,0,31.3,197,159,4.7,9,0,0.043,29.4,0,60,26.1,1.86,19.3,15.9,0,11.2,6.47,5.58,4.05,2.32,1.12,0.52,0.343,8.7,4.01,2.63,1.58,0.753,0.34,0.088,0.0461,6,1750,1560,390,1.12,4.48,3.99,5.35,0,80.9,0.832,-0.763,0.667,-0.413,0.215,309,506,16.9,118,-194,-29.3,191,700,46.2,0.723,1.18,0.0396,0.277,-0.453,-0.0684,132,217,7.25,50.7,-82.9,-12.5,0.28,0.193,0.308,3.94,309,118,0.723,0.277,1640,40.5,11.8,1770,42.1,12.1,3040,55.2,14.5,1.43,1.33,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2.51,3.21,2.96,0.553,0.58,0.475,0.361,10,24.3,24.7,28.5,24.5,20.8,494,14,6.48,5.48,0,396,410,493,467,412,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dicrotophos,151.23,260.06581,400,19,1.57,0,0,0,0,0,0,0,0,0,0,0,1.78,0.177,0.236,0,0.577,0.0186,0.0527,0,0.625,31,0,4,1.86,1.47,3.13,0,0,2,0,0.5,0,0,0.167,1.85,1.5,0,0,0,0,0,0,-0.423,0.179,57.4,0.762,2.79,8.61,0.0627,0.229,0,0,0,0.344,0.398,0.469,12.2,32.7,63.2,0.281,0,1.21,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,-0.319,0.458,3.21,7.7,0,0.5,1,0.786,0,34.6,216,174,4.81,9,0,-0.346,33.5,0,66,27.9,1.86,19.6,13.2,2.95,12.1,6.84,6.28,4.46,2.37,1.29,0.531,0.418,9.74,4.52,3.34,1.82,0.831,0.441,0.109,0.0709,6,1910,1640,479,1.16,3.99,3.43,5.51,0,74.9,0.75,-0.712,0.66,-0.408,0.187,328,523,16,114,-182,-22.9,214,705,38.9,0.742,1.18,0.0362,0.258,-0.411,-0.0519,145,231,7.07,50.3,-80.2,-10.1,0.287,0.18,0.316,2.82,344,97.2,0.78,0.22,1690,41.1,11.9,1850,43,12.3,3220,56.7,14.8,1.43,1.34,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,3.23,3.38,3.54,0.833,0.679,0.664,0.316,10,24.9,25.6,30.1,26.6,21.4,690,15,6.55,5.58,0,511,534,654,612,523,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONOCROTOPHOS,147.12,246.05016,332,17,1.46,0,0,0,0,0,0,0,0,0,0,0,1.5,0.177,0,0,0.359,0.0186,0,0,0.571,28,0,4,1.06,1.14,2.43,0,0,2,0,0.5,0,0,0.167,1.85,1.5,0,0,0,0,0,0,-0.629,0.396,52.5,0.735,2.45,9.1,0.0599,0.199,0,0,0,0.37,0.406,0.494,12.3,30.8,59.4,0.306,0,1.27,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,31,-0.319,0.458,3.19,7.44,0,0.5,1,0.782,0,31.1,199,159,4.7,9,0,-0.488,30.4,0,60,26.1,1.86,19.3,13.2,2.68,11.2,6.47,5.58,4.05,2.32,1.12,0.52,0.343,8.79,4.15,2.73,1.64,0.785,0.362,0.0961,0.0535,6,1740,1550,394,1.13,4.42,3.93,5.37,0,83.7,0.728,-0.678,0.621,-0.389,0.173,312,501,17,117,-187,-25.3,195,688,42.3,0.728,1.17,0.0397,0.272,-0.437,-0.0589,134,215,7.31,50.2,-80.4,-10.8,0.286,0.179,0.315,2.77,324,105,0.754,0.246,1610,40.1,11.7,1760,41.9,12.1,2990,54.7,14.4,1.43,1.33,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2.51,3.21,2.96,0.569,0.598,0.495,0.375,10,23.9,24.4,28.1,24.3,20.4,547,14,6.48,5.48,0,432,446,531,502,443,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N,N-Diethanololeamide",203.7,392.313494,2640,27,3.44,0,0,0,0,0,0,0,0,0,0,0,0.402,0,0.118,0,0.176,0,0.0323,0,0.864,69,0,18,0,2.38,0.0588,0,33.8,3.61,0,0,0,0,0.565,0,0,0,0,0,0,0,0,5.57,31,112,1.46,3.36,53.7,0.025,0.0574,0,0,0,0.293,0.455,0.613,58.5,264,586,0.438,0,1.36,0,0,0,0,0,0,1,0,18,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,16,-0.42,0.203,4.18,8.94,0,0.476,0.909,0.872,0,49.9,421,814,5.64,22,0,6.71,70.9,2,102,50.5,1.94,10.7,7.39,3.31,19.3,12.8,9.05,6.39,4.53,3.07,1.79,1.1,17.1,10.9,7.16,4.74,3.11,1.93,1.17,0.727,20,20400,19700,1400,1.03,14.5,14.1,11.9,0,60.8,0.384,-0.18,-0.0551,0.177,-0.181,730,1600,35.4,95.1,-209,-24.2,635,1810,59.6,0.885,1.94,0.0429,0.115,-0.253,-0.0293,602,1320,29.2,78.5,-172,-19.9,0.0957,0.18,2.76,3.52,701,124,0.849,0.151,1760,42,12.1,2210,47,13,3450,58.7,15.1,2.59,2.59,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,14,0,0,1.02,1.39,1.65,0.42,0.52,0.459,0.165,3,28.7,26.5,28,29.3,29.5,3970,26,21.3,18.2,0,1340,1360,1420,1430,1350,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
